Key	EN	RU	DE	FR	IT	PT	ES	JA	ID	MS	AR	SV	NL	PL
girl.page.1	In the summertime, {NAME:P1} the raccoon enjoyed swimming.\nThis summer, though, was hotter than ever!	Больше всего тёплым летом {NAME:P1} любила купаться. Не зря она\nбыла енотом-полоскуном. И это лето как раз выдалось жарким, как никогда.	Es war Sommer, und {NAME:P1} die Waschbärin\ngenoss das Schwimmen. Jedoch war dieser Sommer so heiß wie nie!	Pendant l’été, {NAME:P1} la raton laveur adorait nager.\nCet été, par contre, était plus chaud que jamais !	D’estate al procione {NAME:P1} piaceva nuotare.\nQuell’estate però faceva caldissimo!	Se tinha uma coisa que a guaxinim {NAME:P1} adorava fazer no verão,\nera nadar! Ainda mais em um verão tão quente como esse.	A {NAME:P1}, el mapache, le encantaba nadar en verano.\n¡Pero ese verano era el más caluroso que se recordara!	夏⁠に​なる⁠と、​アライグマ⁠の​{NAME:P1}​は​泳ぎ⁠を​楽しみ⁠ます。\nしかし、​今年⁠は​いつも⁠より​ずっと⁠暑い​夏⁠でし⁠た⁠！	Di musim panas, {NAME:P1} si rakun suka berenang.\nTetapi musim panas ini lebih panas dari sebelumnya!	Ketika musim panas, {NAME:P1} si rakun gemar berenang.\nBagaimanapun, musim panas ini lebih panas daripada biasa!	كلّ صيف، تسبح الراكون {NAME:P1} في الجدول فرحةً منتعشة،\nلكن هذا الصيف أتى حارًا كالفلفل!	På sommaren tyckte tvättbjörnen {NAME:P1} om att simma.\nDen här sommaren var det ännu varmare än vanligt.	{NAME:P1} de wasbeer vindt het heerlijk om te zwemmen\nin de zomer. En deze zomer is het heter dan ooit!	Latem {NAME:P1}, szopica, uwielbiała pływać.\nAle tego lata było goręcej niż kiedykolwiek!
girl.page.2	The problem was that in order to splash about in the water as much\nas she wished, {NAME:P1} had to take a long walk to a wide stream.	Да вот беда ‒ для того, чтобы вдоволь поплескаться,\n{NAME:P3} приходилось ходить к большому ручью.	Das Problem war, dass {NAME:P1}, um unbeschwert im Wasser\nzu planschen, einen langen Weg zu einem breiten Bach zurücklegen musste.	Le problème était que pour pouvoir barboter dans l’eau,\n{NAME:P1} devait faire une longue marche vers un grand ruisseau.	Per sguazzare in acqua quanto voleva,\n{NAME:P1} però doveva camminare molto per arrivare al ruscello.	O problema era que, para brincar na água o quanto ela quisesse,\na {NAME:P1} precisava fazer uma longa caminhada até um rio mais largo.	El problema era que para chapotear en el agua todas las veces que quisiese,\n{NAME:P1} tenía que recorrer un largo camino hasta el arroyo.	問題⁠は、​思いっきり⁠水しぶき⁠を​上げる​ため⁠に⁠は、\n遠く⁠に​ある​広い​川⁠まで​歩か⁠なけれ⁠ば​なら⁠ない​こと⁠でし⁠た。	Masalahnya adalah untuk bisa bermain air sepuasnya,\n{NAME:P1} harus berjalan jauh menuju sungai yang lebar.	Masalahnya, jika dia ingin meranduk dalam air selama mana yang diinginkan,\n{NAME:P1} perlu berjalan jauh ke sungai besar.	المشكلة أن {NAME:P1} كانت مجبرة على المشي مسافة طويلة\nإلى الجدول الواسع كي تتقلّب وتمرح في الماء كما تشاء.	Problemet var att för att kunna plaska runt i vattnet så mycket hon ville,\nbehövde {NAME:P1} gå en lång promenad till en bred ström.	Het enige probleem is dat {NAME:P1} een heel eind naar de rivier\nmoet lopen, als ze lekker wil spetteren in het water.	Problem w tym, że żeby pluskać się w wodzie tak długo, jak miała ochotę,\n{NAME:P1} musiała przejść długą drogę do szerokiego potoku.
girl.page.3	{NAME:P1} dreamed about having her own swimming pool\nnear her house. And then she thought, “Why not make it myself?”	{NAME:P1} мечтала о том, чтобы у её дома был свой собственный\nбассейн, и однажды она подумала: «А почему бы мне не сделать его самой?»	{NAME:P1} träumte davon, ihr eigenes Schwimmbecken neben ihrem\nHaus zu haben. Und dann dachte sie: „Wieso baue ich nicht einfach eines?“	{NAME:P1} rêvait d’avoir sa propre piscine près de sa maison.\nElle se dit donc : « Pourquoi ne pas la construire moi-même ? »	{NAME:P1} sognava di avere una piscina vicino a casa.\nE tutt’a un tratto pensò: «Perché non me la faccio da sola?»	O sonho da {NAME:P1} era ter sua própria piscina perto de casa.\nEntão, ela pensou: “por que eu mesmo não faço uma?”	{NAME:P1} imaginó tener su propia piscina, cerca de su casa.\nY luego caviló, “¿por qué no hacerla yo misma?”	{NAME:P1}​は、​家⁠の​近く⁠に​自分⁠の​プール⁠を​持つ​こと⁠が​夢⁠でし⁠た。\n「そう⁠よ、​自分⁠で​作れ⁠ば​いい⁠の⁠よ」​{NAME:P1}​は​そう⁠思い⁠まし⁠た。	{NAME:P1} bermimpi punya kolam renang sendiri di dekat rumahnya.\nDan kemudian dia berpikir, “Kenapa tidak membuatnya sendiri?”	{NAME:P1} berangan-angan untuk memiliki kolam renangnya sendiri\nberdekatan rumah. Kemudian dia terfikir, “Kenapa tidak buat sendiri saja?”	كان حلم {NAME:P1} أن تمتلك مسبحًا خاصًّا قرب منزلها.\nفتساءلَت يومًا: ”لمَ لا أصنع المسبح بنفسي؟“	{NAME:P1} drömde om att ha en egen pool nära sitt hus.\nOch sedan tänkte hon, ”Varför bygger jag den inte själv?”	{NAME:P1} droomt ervan om haar eigen zwembad te hebben,\nvlak naast haar huis. “Dat kan ik zelf wel maken, toch?” denkt ze hardop.	{NAME:P1} marzyła o własnym basenie przy domu.\nA potem pomyślała: „A czemu by nie zrobić go samej?”.
girl.page.4	So she got right to it! {NAME:P1} dug a hole in the ground,\njust big enough for a raccoon. Then all she needed was to fill it with water.	Сказано-сделано! {NAME:P1} выкопала небольшую яму в земле\n‒ как раз, чтобы одному еноту хватило места. Осталось заполнить её водой.	Gesagt, getan! {NAME:P1} grub ein Loch in den Boden, gerade groß\ngenug für einen Waschbären. Dann musste sie es nur noch mit Wasser füllen.	Aussitôt dit, aussitôt fait ! {NAME:P1} creusa un trou dans le sol,\njuste assez grand pour elle. Il ne manquait plus que l’eau.	Detto fatto! {NAME:P1} scavò una buca,\ngrande abbastanza per un procione. E poi bastava solo riempirla d’acqua.	Dito e feito! {NAME:P1} cavou um buraco na terra do tamanho perfeito\npara uma guaxinim! Agora, só faltava encher de água.	¡Dicho y hecho! {NAME:P1} excavó un hueco en la tierra,\ndel tamaño justo para un mapache. Lo único que faltaba era llenarlo de agua.	すぐ⁠に​作り​はじめ⁠まし⁠た⁠！​{NAME:P1}​は​地面⁠に​アライグマ⁠が\n入れる⁠くらい⁠の​大き⁠さ⁠の​穴⁠を​掘り⁠まし⁠た。​あと⁠は​水⁠を​入れる⁠だけ⁠です。	Jadi dia segera bertindak! {NAME:P1} menggali lubang di tanah\nyang cukup besar untuk seekor rakun. Lalu dia tinggal mengisinya dengan air.	Maka dia pun terus membuatnya! {NAME:P1} menggali lubang di tanah,\nsesuai untuk rakun. Selepas itu dia perlu mengisinya dengan air sahaja.	وبالفعل، بدأت بتنفيذ الخطّة! حفرت {NAME:P1} حفرة في\nالأرض بحجم راكون. ما عليها الآن سوى ملئ الحفرة بالماء.	Så hon tog tag i saken! {NAME:P1} grävde ett hål,\nprecis stort nog för en tvättbjörn. Nu var det bara att fylla det med vatten.	Ze gaat direct aan de slag! {NAME:P1} graaft een gat, precies groot\ngenoeg voor een wasbeer. Nu moet ze het alleen nog vullen met water.	Zabrała się od razu! {NAME:P1} wykopała w ziemi dół,\nw sam raz na szopicę. Wystarczyło tylko napełnić go wodą.
girl.page.5	{NAME:P1} grabbed a bucket and ran all the way to the stream.	{NAME:P1} взяла ведро и побежала к ручью.	{NAME:P1} schnappte sich einen Eimer\nund rannte den ganzen Weg zum Bach.	{NAME:P1} saisit un seau et courut à toute vitesse vers le ruisseau.	{NAME:P1} prese un secchio e corse al ruscello.	{NAME:P1} pegou um balde e foi correndo até o rio.	{NAME:P1} agarró un balde y corrió hasta el arroyo.	{NAME:P1}​は​バケツ⁠を\n持っ⁠て​川⁠まで​走り⁠まし⁠た。	{NAME:P1} menyambar ember dan berlari menuju ke sungai.	{NAME:P1} menyambar baldi dan berlari sepanjang jalan ke sungai.	حَملت {NAME:P1} دلوًا وراحت تركض إلى الجدول.	{NAME:P1} tog tag i en hink och sprang hela vägen till strömmen.	{NAME:P1} pakt een emmer en rent de hele weg naar de rivier.	{NAME:P1} chwyciła wiadro i pobiegła aż do potoku.
girl.page.6	After running back and forth a few times,\nthe raccoon realized that her swimming hole was far from being filled.	Сбегав несколько раз туда-обратно,\nенотиха поняла, что её яма почти не наполнилась водой.	Nachdem sie ein paar Mal hin und her gelaufen war,\nmerkte die Waschbärin, dass ihr Becken noch lange nicht aufgefüllt war.	Après quelques allers-retours, la raton laveur réalisa\nque son coin d’eau était loin d’être rempli.	Dopo essere corso avanti e indietro varie volte,\nil procione si accorse che mancava ancora tanto per riempire la buca d’acqua.	Depois de ir e voltar algumas vezes,\na guaxinim percebeu que sua piscina ainda estava bem longe de ficar cheia.	Luego de correr de arriba para abajo varias veces, el mapache se percató\nde que a su piscina le faltaba mucho aún para llenarse.	何⁠回⁠か​行っ⁠たり​来⁠たり​し⁠て​いる​うち⁠に、​{NAME:P1}​は​泳ぐ​穴⁠を​水⁠で\nいっぱい⁠に​する⁠に⁠は、​まだまだ⁠足り⁠ない​こと⁠に​気づき⁠まし⁠た。	Setelah berlari bolak-balik beberapa kali,\nsang rakun menyadari bahwa lubang renangnya belum juga terisi air.	Selepas berlari pergi balik beberapa kali,\nrakun sedar bahawa paluh renangnya jauh sekali daripada penuh.	بعد السعي مرارًا بين الجدول وحفرة السباحة،\nأدركت الراكون أن الحفرة لم تمتلأ ولو قليلاً.	Efter att ha sprungit fram och tillbaka några gånger insåg\ntvättbjörnen att hålet fortfarande var långt ifrån fullt.	Na een paar keer heen en weer rennen beseft\nze dat haar zwembad nog lang niet vol is.	Po kilku biegach tam i z powrotem szopica zorientowała się,\nże jej basen ma jeszcze daleko do pełna.
girl.page.7	What to do? Suddenly, a new idea came to {NAME:P1}!	Что делать? И тут {NAME:P3} пришла в голову идея!	Was sollte sie tun? Plötzlich kam {NAME:P1} eine neue Idee!	Que faire ? Soudain, {NAME:P1} eut une nouvelle idée !	Che cosa fare? Imporvvisamente a {NAME:P1} venne un’idea!	E agora? De repente, a {NAME:P1} teve uma outra ideia!	¿Qué hacer? ¡De repente, {NAME:P1} tuvo una idea!	どう⁠し⁠たら​いい⁠？⁠その⁠とき、\n​ある⁠アイデア⁠が​ひらめき⁠まし⁠た⁠！	Harus bagaimana? Tiba-tiba, muncul ide baru di kepala {NAME:P1}!	Apa yang perlu dibuat? Tiba-tiba, idea\nbaharu muncul dalam fikiran {NAME:P1}!	راحت {NAME:P1} تفكّر في حلّ. وفجأةً، خطرت على بالها فكرة جديدة!	Vad skulle hon göra? Plötsligt kom {NAME:P1} på något!	Wat moet ze nou doen? Opeens heeft {NAME:P1} een nieuw plan!	Co zrobić? Nagle {NAME:P1} wpadła na nowy pomysł!
girl.page.8	She dug a deep ditch from the stream all the way back to her pool.	Она выкопала глубокую канавку прямо от ручья до своего бассейна.	Sie grub einen tiefen Graben vom Fluss bis zu ihrem Becken.	Elle creusa une tranchée allant du ruisseau jusqu’à sa piscine.	Scavò un fossato che andava dal ruscello fino alla sua piscina.	Ela cavou uma valeta bem funda,\ncomeçando lá no rio e chegando até sua piscina.	Cavó una profunda zanja desde el arroyo hasta su piscina.	{NAME:P1}​は​川⁠から​プール⁠まで\n深い​みぞ⁠を​掘り⁠まし⁠た。	Dia menggali parit yang dalam dari sungai sampai ke kolamnya.	Dia menggali parit yang dalam dari sungai hingga sampai ke kolamnya.	حفرت خندقًا عميقًا وطويلاً يصل مسبحها بالجدول.	Hon grävde ett djupt dike från strömmen hela vägen tillbaka till sin pool.	Ze graaft een diepe geul van de rivier helemaal naar haar zwembad.	Wykopała głęboki rów od potoku aż do swojego basenu.
girl.page.9	Bingo! The pool was filled with water in a minute!	И, о радость, бассейн очень быстро наполнился водой!	Volltreffer! Der Pool war innerhalb einer Minute mit Wasser gefüllt!	Bingo ! La piscine était remplie d’eau en une minute !	Bingo! La piscina si riempì d’acqua in un momento!	Bingo! A piscina ficou cheia num minuto!	¡Albricias! ¡La piscina se llenó de agua en un abrir y cerrar de ojos!	やっ⁠た​ー⁠！⁠プール⁠は​あっという間に⁠水⁠で\nいっぱい⁠に​なり⁠まし⁠た⁠！	Hore! Kolam itu pun seketika sudah terisi air!	Bingo! Sekejap sahaja kolam itu dipenuhi air!	يا سلام! امتلأ المسبح بدقيقة واحدة!	Bingo! Poolen var fylld med vatten inom en minut.	Bingo! Het zwembad is binnen een paar minuten gevuld met water.	Bingo! Basen napełnił się wodą w minutę!
girl.page.10	Happy with her good ideas, {NAME:P1} could now swim\nas much as she wanted. A few days passed like that.	Довольная жизнью, {NAME:P1} теперь могла купаться\nстолько раз в день, сколько ей хотелось. Так пролетело несколько дней.	{NAME:P1} freute sich über ihre gute Idee. Jetzt konnte sie\nso viel schwimmen, wie sie wollte. So vergingen ein paar Tage.	Content de son idée, {NAME:P1} pouvait maintenant nager autant\nqu’elle le souhaitait. Quelques jours passèrent.	Felice della sua idea, {NAME:P1} ora poteva\nnuotare quanto voleva. Così passò qualche giorno.	Feliz com suas boas ideias, agora a {NAME:P1} poderia nadar\no quanto ela quisesse. E assim ela fez por vários dias seguidos.	Regocijándose por sus buenas ideas, ahora {NAME:P1}\nnadaba todo lo que quería. Y así pasaron varios días.	{NAME:P1}​は​自分⁠の​すばらしい​アイデア⁠に​よろこび⁠まし⁠た。​そして、\n好き⁠な⁠だけ​泳げる​よう⁠に​なり⁠まし⁠た。​そうして⁠何⁠日⁠か⁠が​過ぎ⁠まし⁠た。	Karena senang dengan idenya yang bagus, {NAME:P1} sekarang\nbisa berenang sepuasnya. Beberapa hari berjalan seperti itu.	Gembira dengan ideanya yang baik, {NAME:P1} kini dapat berenang\nselama mana yang dia mahu. Demikianlah beberapa hari berlalu.	كانت {NAME:P1} سعيدة بأفكارها السديدة،\nفالآن يمكنها السباحة قدر ما تشاء. مرّت بضعة أيام على هذا الحال.	Nöjd med sin idé kunde {NAME:P1} nu simma så mycket\nhon ville, och det gjorde hon i några dagar.	Tevreden met haar goede idee zwemt\nen spettert {NAME:P1} dagenlang in haar eigen zwembad.	Zadowolona z pomysłu, {NAME:P1} mogła teraz pływać,\nile tylko chciała. Tak minęło kilka dni.
girl.page.11	{NAME:P1} continued to rejoice in her great idea\nwhile keeping cool in her swimming hole.	{NAME:P1} не могла нарадоваться своей замечательной идее.	{NAME:P1} hatte weiter ihre Freude\nund konnte sich in ihrem Schwimmloch abkühlen.	{NAME:P1} continuait de se réjouir\nde sa grande idée tout en se rafraichissant dans sa piscine.	{NAME:P1} continuò a godersi la sua idea al fresco nella piscina.	{NAME:P1} continuou se refrescando na piscina por vários dias,\ntoda alegre e satisfeita com sua brilhante ideia.	{NAME:P1} continuaba solazándose\ncon su gran idea mientras se refrescaba en su piscina.	{NAME:P1}​は、​自分⁠の​すばらしい​アイデア⁠に​よろこび⁠ながら、\nプール⁠で​体⁠を​冷やし⁠て​い⁠まし⁠た。	{NAME:P1} terus gembira dengan idenya yang bagus sambil tetap\nmenjaga suhu tubuhnya agar tetap dingin di lubang renangnya.	{NAME:P1} terus bergembira dengan idea hebatnya\nsambil menyejukkan diri dalam paluh renangnya.	ظلّت {NAME:P1} تسبح في حفرتها مستمتعةً\nبالماء البارد وفخورةً بفكرتها العبقرية.	{NAME:P1} fortsatte att glädjas åt sin goda idé\nmedan hon svalkade sig i badhålet.	{NAME:P1} geniet enorm van het koele water.	{NAME:P1} wciąż cieszyła się swoim świetnym\npomysłem i chłodziła się w basenie.
girl.page.12	But soon her neighbor, the porcupine\nwho lived down the stream, came to her house.	Но вдруг к её дому пришёл сосед-дикобраз. Он жил дальше по ручью.	Aber bald tauchte ihr Nachbar, das Stachelschwein,\ndas flussabwärts wohnte, an ihrem Haus auf.	Mais bientôt son voisin le porc-épic,\nqui vivait en dessous du ruisseau, lui rendit visite.	Ma presto il suo vicino, il porcospino\nche viveva lungo il ruscello, venne a fargli visita.	Até que seu vizinho, um porco-espinho\nque morava mais abaixo do rio, apareceu na sua casa.	Pero, de repente, vino a visitarle su vecino el puercoespín, que vivía río abajo.	すると、​川⁠の​下⁠の​ほう⁠に​住む​ヤマアラシ⁠が\n{NAME:P1}​の​家⁠に​やって来⁠まし⁠た。	Namun tak lama kemudian tetangganya, si landak,\nyang tinggal di hilir sungai, mendatangi rumahnya.	Namun tidak lama kemudian jirannya,\nlandak yang tinggal di hilir sungai, datang ke rumahnya.	لكن لم يطل الوقت حتى أتى جارها القنفذ الذي يسكن على ضفة الجدول.	Men snart kom hennes granne,\npiggsvinet som bodde nedströms, till hennes hus.	Maar al snel komt het stekelvarken,\nhaar buurman die vlak naast de rivier woont, naar haar huis.	Wkrótce jednak przyszedł do niej sąsiad, jeżozwierz mieszkający w dole rzeki.
girl.page.13	“Oh, that’s who has taken all the water for himself!”\nthe porcupine gasped. “What have you done, {NAME:P1}?”	«Ах, вот кто всю воду себе забрал! ‒ ахнул дикобраз.\n‒ {NAME:P1}, что ж ты наделала?»	„Oh, du hast also das ganze Wasser für dich genommen!“\nsagte das Stachelschwein schockiert. „Was hast du getan, {NAME:P1}?“	« Oh, voilà celle qui prend toute l’eau pour elle !\ns’exclama le porc-épic. Qu’as-tu fait, {NAME:P1} ? »	«Oh, ecco chi si è preso tutta l’acqua!»,\nsussultò il porcospino. «Cos’hai fatto, {NAME:P1}?»	“Ah, então foi você que pegou toda a água para usar sozinha!”,\ndisse o porco-espinho furioso. “O que foi que você fez, {NAME:P1}?”	“¡Oh, aquí está la que se ha adueñado de toda el agua para sí sola!”,\nespetó el puercoespín. “¿Qué es lo que has hecho, {NAME:P1}?”	「ああ、​君⁠が​水⁠を​すべて​とっ⁠た​ん⁠だ⁠な⁠！」​ヤマアラシ⁠は\nおどろき⁠ながら​言い⁠まし⁠た。​「なんて​こと⁠を​し⁠た​ん⁠だ、​{NAME:P1}」	“Oh, itu dia yang mengambil semua air untuk dirinya sendiri!”\nlandak itu terengah-engah. “Apa yang sudah kamu lakukan, {NAME:P1}?”	“Oh, inilah orang yang mengambil semua air sungai untuk dirinya sendiri!”\nlandak menahan nafas. “Apa yang telah kamu buat, {NAME:P1}?”	شهق القنفذ قائلاً: ”أنتِ إذن من استولى على ماء الجدول كلّه!\nأوّاه ما اقترفت يداكِ يا {NAME:P1}!“	”Så det är hon som har tagit allt vatten för sig själv!”\nflämtade piggsvinet. ”Vad har du gjort, {NAME:P1}?”	“Aha, dus jij steelt al ons water!” roept het stekelvarken uit.\n“Wat heb je gedaan {NAME:P1}?”	– A więc to ty zabrałaś całą wodę dla siebie!\n– sapnął. – Co ty narobiłaś, {NAME:P7}?
girl.page.14	The raccoon did not understand. She thought that her neighbor\nalso wanted to swim and kindly invited her to join.	«А что?» ‒ не поняла енотиха. Она подумала, что сосед тоже\nхочет искупаться, и любезно пригласила его присоединиться.	Die Waschbärin verstand nicht. Sie dachte, dass ihr Nachbar\nauch schwimmen wollte, und lud ihn freundlich dazu ein.	La raton laveur ne comprenait pas. Elle pensait que son voisin\nvoulait nager lui-aussi et elle l’invita poliment à le rejoindre.	Il procione non capiva. Pensò che anche il suo vicino\naveva voglia di nuotare e lo invitò a unirsi a lui.	A guaxinim não entendeu nada. Ela achou que seu vizinho\ntambém queria nadar e convidou o porco-espinho para se divertir com ela.	{NAME:P1} estaba desconcertada. Pensó que su vecino\ntambién quería nadar y, amablemente, lo invitó a la piscina.	{NAME:P1}​に⁠は​よく⁠わかり⁠ませ⁠ん⁠でし⁠た。​{NAME:P1}​は​ヤマアラシ⁠も\n泳ぎ⁠たかっ⁠た​の⁠だ⁠と​思い、​いっしょ⁠に​泳ご⁠う⁠と​やさしく​言い⁠まし⁠た。	Si rakun tidak mengerti. Dia mengira tetangganya juga ingin berenang,\njadi dengan baik hati dia mengajak si landak untuk ikut berenang.	Si rakun tidak faham. Dia fikir jirannya juga mahu berenang\ndan menjemputnya untuk turut serta.	لم تفهم الراكون قصده. ظنّت أن جارها يريد\nالسباحة أيضًا، فدعته بلطف إلى المسبح.	Tvättbjörnen förstod ingenting. Hon trodde att hennes\ngranne också ville bada och bjöd snällt in honom.	De wasbeer snapt er niks van. Ze denkt dat haar buurman\nook wil zwemmen en nodigt hem uit in het zwembad.	Szopica nie rozumiała. Pomyślała, że sąsiad\nteż chce popływać, i uprzejmie go zaprosiła.
girl.page.15	“I don’t need your pool!” the porcupine boiled over.\n“You left my garden without any water!”	«Не нужен мне твой бассейн! ‒ возмутился дикобраз.\n‒ Ты оставила мой сад без воды».	„Ich brauche dein Becken nicht!“ Das Stachelschwein kochte vor Wut.\n„Deinetwegen hat mein Garten kein Wasser!“	« Je n’ai pas besoin de ta piscine ! dit le porc-épic, fou de rage.\nMon jardin n’a plus d’eau à cause de toi ! »	«Non voglio la tua piscina», disse arrabbiato il porcospino.\n«Hai lasciato il mio giardino senz’acqua!»	“Eu não preciso da sua piscina!” O porco-espinho explodiu de raiva.\n“Você deixou meu jardim completamente sem água!”	“¡No necesito tu piscina!”, se desgañitó el puercoespín.\n“¡Has dejado mi jardín sin agua!”	「プール⁠なんて​いら⁠ない⁠よ⁠！」​ヤマアラシ⁠は​怒り⁠まし⁠た。\n「君⁠の​せい⁠で​僕⁠の​庭⁠の​水⁠が​なくなっ⁠た​ん⁠だ⁠！」	“Aku tidak membutuhkan kolammu!” amarah si landak meluap-luap.\n“Kamu membiarkan kebunku kekurangan air!”	“Saya tidak perlukan kolam kamu!” landak mendidih.\n“Kamu menyebabkan kebun saya tiada air sedikit pun!”	ثارَ القنفذ قائلاً: ”لم آتي لأسبح بحفرتكِ! لقد جفّت حديقتي بسببكِ!“	”Jag behöver inte din pool!” utropade piggsvinet.\n”Tack vare dig har min trädgård inget vatten!”	“Ik wil niet zwemmen!” roept het stekelvarken boos.\n“Mijn tuin krijgt geen water meer!”	– Nie potrzebuję twojego basenu!\n– zagotował się jeżozwierz. – Zostawiłaś mój ogród bez wody!
girl.page.16	The porcupine took {NAME:P1} to the stream,\nand the raccoon saw that instead of the stream there was only dry ground.	Дикобраз отвёл {NAME:P4} к ручью,\nи она увидела, что там, где раньше бежал ручей, теперь сухо.	Das Stachelschwein nahm {NAME:P1} mit zum Bach, und die Waschbärin\nsah, dass nur noch ein ausgetrocknetes Bachbett übrig war.	Le porc-épic emmena {NAME:P1} au ruisseau, et la raton\nlaveur se rendit compte que le ruisseau n’était plus qu’un terrain sec.	Il porcospino accompagnò {NAME:P1} al ruscello,\ne il procione vide che dove c’era il ruscello era rimasta solo terra secca.	O porco-espinho levou {NAME:P1} até o rio.\nMas, chegando lá, a guaxinim não viu um só pingo d'água: era só terra seca.	El puercoespín llevó a {NAME:P1} al arroyo\ny el mapache vio que en lugar del arroyo sólo había tierra seca.	ヤマアラシ⁠が​{NAME:P1}​を​川⁠に​連れ⁠て​行く⁠と、​{NAME:P1}​は​川⁠の\n水⁠が​なくなり、​地面⁠が​カラカラ⁠に​乾い⁠て​いる​の⁠を​見⁠まし⁠た。	Si landak membawa {NAME:P1} ke sungai, dan si rakun melihat\nbahwa yang ada di sana bukannya sungai, tapi tanah yang kering.	Landak membawa {NAME:P1} ke sungai, dan rakun melihat tempat sungai\nitu berada dahulu kini menjadi tanah kering sahaja.	أخذَ القنفذ {NAME:P1} إلى الجدول،\nفلم تجد الراكون إلّا أرضًا قاحلةً مكان الجدول القديم.	Piggsvinet tog med {NAME:P1} till strömmen\noch tvättbjörnen såg att istället för en ström fanns där bara torr mark.	Het stekelvarken neemt {NAME:P1} mee naar de rivier,\nmaar in plaats van water ziet ze alleen maar droge grond.	Jeżozwierz zaprowadził {NAME:P4} nad potok.\nZamiast wody była tylko sucha ziemia.
girl.page.17	The porcupine was very angry. “The stream has changed its course,\nand all the water is going into your pool now.”	Дикобраз был очень недоволен. «Ручей поменял\nсвоё направление, и вся вода уходит в твой бассейн».	Das Stachelschwein war sehr wütend. „Der Strom hat seinen Kurs geändert,\nund all das Wasser fließt jetzt in deinen Pool.“	Le porc-épic était très en colère. « Le ruisseau a changé de sens,\net toute l’eau va dans ta piscine maintenant. »	Il porcospino era molto arrabbiato. «Hai cambiato il corso del ruscello,\ne tutta l’acqua ora arriva nella tua piscina».	O porco-espinho estava muito bravo. “O curso d'água foi desviado e,\nagora, toda a água do rio está indo para a sua piscina.”	El puercoespín estaba exasperado.\n“El arroyo ha cambiado su curso y ahora toda el agua va hacia tu piscina”.	ヤマアラシ⁠は​とても⁠怒り⁠まし⁠た。​「川⁠の​流れ⁠が​変わっ⁠て、\n水⁠が​すべて⁠君⁠の​プール⁠に​流れ⁠て​しまっ⁠た​ん⁠だ」	Sang landak marah besar. “Sungai ini sudah berubah arahnya,\ndan semua air di dalamnya sekarang mengalir ke kolammu.”	Landak berasa sangat marah. “Sungai ini telah menukar laluannya,\ndan semua air menghala ke kolam kamu sekarang.”	قال القنفذ بغضب شديد: ”لقد تغيّر مسار الجدول\nوأصبحت المياه كلّها تصبّ في مسبحكِ الآن“.	Piggsvinet var mycket förargat. ”Strömmen har ändrat kurs\noch allt vatten rinner ner i din pool nu.”	Het stekelvarken is erg boos. “Het water van de rivier volgt\nnu een andere route: al het water gaat naar jouw zwembad.”	Jeżozwierz był bardzo zły. – Strumień zmienił bieg\ni cała woda wpływa teraz do twojego basenu.
girl.page.18	“You have to make it the way it was before.\nThe stream used to feed my garden, and now all the flowers are dying!”	«Нужно немедленно вернуть всё, как было.\nРаньше ручей питал мой сад, а теперь мои цветы погибают!»	„Du musst es wieder rückgängig machen.\nDer Bach hat meinen Garten gewässert, und jetzt sterben all meine Pflanzen!“	« Tu dois régler ce problème. Avant, le ruisseau servait\nà alimenter mon jardin, et maintenant toutes mes fleurs fanent ! »	«Devi rimettere le cose come stavano prima. Il ruscello portava acqua\nal mio giardino, ed ora tutti i fiori stanno appassendo!»	“Você precisa fazer alguma coisa para ele voltar a ser o que era antes.\nMeu jardim dependia desse rio e, agora, minhas flores estão morrendo!”	“Lo tienes que retrotraer a cómo estaba antes.\nEl arroyo regaba mi jardín ¡y ahora las flores están muriendo!”	「元⁠の​川⁠に​戻し⁠て⁠よ。​この⁠川⁠は​庭⁠の​水⁠に​なっ⁠て​い⁠た⁠のに、\n今⁠は​花⁠が​みんな​枯れ⁠て​しまっ⁠た​ん⁠だ⁠！」	“Kamu harus mengembalikannya seperti semula. Dulu sungai ini\nbisa mengairi kebunku, tetapi sekarang semua bunganya sekarat!”	“Kamu mesti menjadikan sungai ini seperti sebelum ini. Sungai ini\nselalunya mengairi kebun saya, dan sekarang semua bunga hampir mati!”	”عليكِ إعادته إلى سابق عهده. كان الجدول يسقي حديقتي،\nأما الآن فأزهاري تموت عطشًا!“	”Du måste ändra tillbaka till hur det var förut.\nStrömmen brukade vattna min trädgård och nu håller alla blommor på att dö!”	“Je moet het weer maken zoals het was.\nDe rivier gaf mijn tuin water en nu gaan alle bloemen dood!”	– Musisz przywrócić wszystko, jak było.\nStrumień nawadniał mój ogród, a teraz wszystkie kwiaty usychają!
